time,minutes,seconds,latitude,longitude,pitch,roll,yaw,accelG,sideG
16553,0,0,,0.00,0.0078.44,-4.25,265.51,0.00,0.00
16568,0,0,,0.00,0.0078.44,-4.25,265.51,0.00,0.00
16583,0,0,,0.00,0.0078.41,-4.23,265.07,0.00,0.00
16599,0,0,,0.00,0.0078.41,-4.23,265.07,0.00,0.00
16614,0,0,,0.00,0.0078.33,-4.05,264.16,0.00,0.00
16630,0,0,,0.00,0.0078.33,-4.05,264.16,0.00,0.00
16651,0,0,,0.00,0.0078.32,-4.09,264.16,0.00,0.00
16667,0,0,,0.00,0.0078.27,-4.10,264.07,0.00,0.00
16683,0,0,,0.00,0.0078.27,-4.10,264.07,0.00,0.00
16706,0,0,,0.00,0.0078.27,-4.06,264.04,0.00,0.00
16721,0,0,,0.00,0.0078.28,-4.12,264.04,0.00,0.00
16736,0,0,,0.00,0.0078.28,-4.12,264.04,0.00,0.00
16751,0,0,,0.00,0.0078.30,-4.20,264.06,0.00,0.00
16767,0,0,,0.00,0.0078.30,-4.20,264.06,0.00,0.00
16782,0,0,,0.00,0.0078.29,-4.21,264.03,0.00,0.00
16798,0,0,,0.00,0.0078.29,-4.21,264.03,0.00,0.00
16818,0,0,,0.00,0.0078.35,-4.21,264.03,0.00,0.00
16835,0,0,,0.00,0.0078.34,-4.21,264.03,0.00,0.00
16851,0,0,,0.00,0.0078.34,-4.21,264.03,0.00,0.00
16866,0,0,,0.00,0.0078.32,-4.27,264.05,0.00,0.00
16882,0,0,,0.00,0.0078.32,-4.27,264.05,0.00,0.00
16897,0,0,,0.00,0.0078.32,-4.33,264.07,0.00,0.00
16912,0,0,,0.00,0.0078.32,-4.33,264.07,0.00,0.00
16932,0,0,,0.00,0.0078.27,-4.33,264.08,0.00,0.00
16949,0,0,,0.00,0.0078.24,-4.29,264.07,0.00,0.00
16966,0,0,,0.00,0.0078.24,-4.29,264.07,0.00,0.00
16981,0,0,,0.00,0.0078.27,-4.34,264.08,0.00,0.00
16997,0,0,,0.00,0.0078.27,-4.34,264.08,0.00,0.00
17012,0,0,,0.00,0.0078.32,-4.38,264.07,0.00,0.00
17027,0,0,,0.00,0.0078.32,-4.38,264.07,0.00,0.00
17047,0,0,,0.00,0.0078.32,-4.35,264.08,0.00,0.00
17064,0,0,,0.00,0.0078.32,-4.33,264.04,0.00,0.00
17080,0,0,,0.00,0.0078.32,-4.33,264.04,0.00,0.00
17095,0,0,,0.00,0.0078.33,-4.32,264.01,0.00,0.00
17111,0,0,,0.00,0.0078.33,-4.32,264.01,0.00,0.00
17128,0,0,,0.00,0.0078.37,-4.33,264.00,0.00,0.00
17143,0,0,,0.00,0.0078.37,-4.33,264.00,0.00,0.00
17163,0,0,,0.00,0.0078.33,-4.36,263.98,0.00,0.00
17180,0,0,,0.00,0.0078.31,-4.35,263.98,0.00,0.00
17196,0,0,,0.00,0.0078.31,-4.35,263.98,0.00,0.00
17221,0,0,,0.00,0.0078.33,-4.43,263.98,0.00,0.00
17236,0,0,,0.00,0.0078.35,-4.46,263.99,0.00,0.00
17251,0,0,,0.00,0.0078.35,-4.46,263.99,0.00,0.00
17272,0,0,,0.00,0.0078.32,-4.50,263.99,0.00,0.00
17288,0,0,,0.00,0.0078.29,-4.53,264.02,0.00,0.00
17304,0,0,,0.00,0.0078.29,-4.53,264.02,0.00,0.00
17333,0,0,,0.00,0.0078.36,-4.56,264.02,0.00,0.00
17351,0,0,,0.00,0.0078.36,-4.62,264.05,0.00,0.00
17368,0,0,,0.00,0.0078.36,-4.62,264.05,0.00,0.00
17389,0,0,,0.00,0.0078.34,-4.62,264.06,0.00,0.00
17407,0,0,,0.00,0.0078.37,-4.64,264.05,0.00,0.00
17424,0,0,,0.00,0.0078.37,-4.64,264.05,0.00,0.00
17447,0,0,,0.00,0.0078.33,-4.68,264.08,0.00,0.00
17464,0,0,,0.00,0.0078.33,-4.67,264.09,0.00,0.00
17481,0,0,,0.00,0.0078.33,-4.67,264.09,0.00,0.00
17502,0,0,,0.00,0.0078.36,-4.66,264.10,0.00,0.00
17521,0,0,,0.00,0.0078.35,-4.66,264.10,0.00,0.00
17538,0,0,,0.00,0.0078.35,-4.66,264.10,0.00,0.00
17561,0,0,,0.00,0.0078.37,-4.68,264.10,0.00,0.00
17578,0,0,,0.00,0.0078.33,-4.70,264.10,0.00,0.00
17595,0,0,,0.00,0.0078.33,-4.70,264.10,0.00,0.00
17616,0,0,,0.00,0.0078.36,-4.73,264.14,0.00,0.00
17634,0,0,,0.00,0.0078.46,-4.76,264.14,0.00,0.00
17651,0,0,,0.00,0.0078.46,-4.76,264.14,0.00,0.00
17674,0,0,,0.00,0.0078.46,-4.79,264.39,0.00,0.00
17691,0,0,,0.00,0.0078.48,-4.84,264.44,0.00,0.00
17709,0,0,,0.00,0.0078.48,-4.84,264.44,0.00,0.00
17730,0,0,,0.00,0.0078.57,-4.93,264.68,0.00,0.00
17748,0,0,,0.00,0.0078.73,-4.95,264.86,0.00,0.00
17765,0,0,,0.00,0.0078.73,-4.95,264.86,0.00,0.00
17788,0,0,,0.00,0.0079.00,-4.75,264.91,0.00,0.00
17805,0,0,,0.00,0.0079.19,-4.49,265.04,0.00,0.00
17822,0,0,,0.00,0.0079.19,-4.49,265.04,0.00,0.00
17843,0,0,,0.00,0.0079.32,-4.36,265.01,0.00,0.00
17861,0,0,,0.00,0.0079.29,-4.28,265.00,0.00,0.00
17878,0,0,,0.00,0.0079.29,-4.28,265.00,0.00,0.00
17903,0,0,,0.00,0.0079.10,-4.21,264.98,0.00,0.00
17920,0,0,,0.00,0.0079.06,-4.12,265.04,0.00,0.00
17937,0,0,,0.00,0.0079.06,-4.12,265.04,0.00,0.00
17959,0,0,,0.00,0.0079.20,-3.97,265.01,0.00,0.00
17976,0,0,,0.00,0.0079.34,-3.75,265.00,0.00,0.00
17993,0,0,,0.00,0.0079.34,-3.75,265.00,0.00,0.00
18016,0,0,,0.00,0.0079.40,-3.55,265.03,0.00,0.00
18033,0,0,,0.00,0.0079.28,-3.13,265.00,0.00,0.00
18050,0,0,,0.00,0.0079.28,-3.13,265.00,0.00,0.00
18071,0,0,,0.00,0.0079.39,-2.49,265.29,0.00,0.00
18089,0,0,,0.00,0.0079.62,-2.13,265.52,0.00,0.00
18107,0,0,,0.00,0.0079.62,-2.13,265.52,0.00,0.00
18130,0,0,,0.00,0.0079.87,-1.71,265.83,0.00,0.00
18147,0,0,,0.00,0.0079.90,-1.34,266.14,0.00,0.00
18164,0,0,,0.00,0.0079.90,-1.34,266.14,0.00,0.00
18185,0,0,,0.00,0.0079.94,-0.90,266.48,0.00,0.00
18203,0,0,,0.00,0.0080.04,-0.57,266.75,0.00,0.00
18220,0,0,,0.00,0.0080.04,-0.57,266.75,0.00,0.00
18243,0,0,,0.00,0.0080.17,-0.39,267.04,0.00,0.00
18260,0,0,,0.00,0.0080.09,-0.10,267.22,0.00,0.00
18277,0,0,,0.00,0.0080.09,-0.10,267.22,0.00,0.00
18300,0,0,,0.00,0.0080.12,0.12,267.37,0.00,0.00
18317,0,0,,0.00,0.0080.08,0.34,267.42,0.00,0.00
18334,0,0,,0.00,0.0080.08,0.34,267.42,0.00,0.00
18357,0,0,,0.00,0.0080.21,0.45,267.48,0.00,0.00
18374,0,0,,0.00,0.0080.34,0.55,267.57,0.00,0.00
18391,0,0,,0.00,0.0080.34,0.55,267.57,0.00,0.00
18412,0,0,,0.00,0.0080.42,0.73,267.64,0.00,0.00
18429,0,0,,0.00,0.0080.42,0.88,267.73,0.00,0.00
18446,0,0,,0.00,0.0080.42,0.88,267.73,0.00,0.00
18469,0,0,,0.00,0.0080.47,0.98,267.84,0.00,0.00
18488,0,0,,0.00,0.0080.46,1.06,267.96,0.00,0.00
18510,0,0,,0.00,0.0080.46,1.24,268.13,0.00,0.00
18529,0,0,,0.00,0.0080.46,1.24,268.13,0.00,0.00
18546,0,0,,0.00,0.0080.45,1.56,268.30,0.00,0.00
18567,0,0,,0.00,0.0080.41,1.92,268.44,0.00,0.00
18586,0,0,,0.00,0.0080.41,1.92,268.44,0.00,0.00
18603,0,0,,0.00,0.0080.39,2.37,268.75,0.00,0.00
18625,0,0,,0.00,0.0080.26,2.81,269.03,0.00,0.00
18644,0,0,,0.00,0.0080.26,2.81,269.03,0.00,0.00
18661,0,0,,0.00,0.0080.13,3.40,269.36,0.00,0.00
18683,0,0,,0.00,0.0080.02,3.75,269.61,0.00,0.00
18709,0,0,,0.00,0.0079.89,4.18,269.80,0.00,0.00
18726,0,0,,0.00,0.0079.89,4.18,269.80,0.00,0.00
18750,0,0,,0.00,0.0079.73,4.74,270.09,0.00,0.00
18767,0,0,,0.00,0.0079.72,5.07,270.38,0.00,0.00
18784,0,0,,0.00,0.0079.72,5.07,270.38,0.00,0.00
18801,0,0,,0.00,0.0079.68,5.47,270.76,0.00,0.00
18824,0,0,,0.00,0.0079.52,5.92,270.99,0.00,0.00
18841,0,0,,0.00,0.0079.52,5.92,270.99,0.00,0.00
18862,0,0,,0.00,0.0079.41,6.32,271.26,0.00,0.00
18879,0,0,,0.00,0.0079.38,6.65,271.47,0.00,0.00
18905,0,0,,0.00,0.0079.35,7.16,271.89,0.00,0.00
18935,0,0,,0.00,0.0079.27,7.81,272.21,0.00,0.00
18952,0,0,,0.00,0.0079.27,7.81,272.21,0.00,0.00
18973,0,0,,0.00,0.0078.96,8.65,272.58,0.00,0.00
18990,0,0,,0.00,0.0078.74,9.17,272.71,0.00,0.00
19007,0,0,,0.00,0.0078.74,9.17,272.71,0.00,0.00
19024,0,0,,0.00,0.0078.39,9.91,272.93,0.00,0.00
19047,0,0,,0.00,0.0077.68,10.89,273.03,0.00,0.00
19064,0,0,,0.00,0.0077.68,10.89,273.03,0.00,0.00
19085,0,0,,0.00,0.0077.55,11.67,272.76,0.00,0.00
19102,0,0,,0.00,0.0077.59,11.97,272.81,0.00,0.00
19121,0,0,,0.00,0.0077.59,11.97,272.81,0.00,0.00
19138,0,0,,0.00,0.0077.61,12.13,273.11,0.00,0.00
19161,0,0,,0.00,0.0077.52,12.69,273.79,0.00,0.00
19178,0,0,,0.00,0.0077.52,12.69,273.79,0.00,0.00
19199,0,0,,0.00,0.0077.52,13.06,273.92,0.00,0.00
19216,0,0,,0.00,0.0077.47,13.52,273.91,0.00,0.00
19233,0,0,,0.00,0.0077.47,13.52,273.91,0.00,0.00
19250,0,0,,0.00,0.0077.45,14.36,274.20,0.00,0.00
19273,0,0,,0.00,0.0077.37,15.14,274.63,0.00,0.00
19290,0,0,,0.00,0.0077.37,15.14,274.63,0.00,0.00
19313,0,0,,0.00,0.0077.39,16.02,274.86,0.00,0.00
19330,0,0,,0.00,0.0077.51,17.02,275.19,0.00,0.00
19347,0,0,,0.00,0.0077.51,17.02,275.19,0.00,0.00
19364,0,0,,0.00,0.0078.04,18.39,275.45,0.00,0.00
19387,0,0,,0.00,0.0078.83,20.29,274.86,0.00,0.00
19404,0,0,,0.00,0.0078.83,20.29,274.86,0.00,0.00
19425,0,0,,0.00,0.0079.60,22.14,274.98,0.00,0.00
19442,0,0,,0.00,0.0080.23,23.70,275.05,0.00,0.00
19459,0,0,,0.00,0.0080.23,23.70,275.05,0.00,0.00
19476,0,0,,0.00,0.0080.17,24.82,274.95,0.00,0.00
19501,0,0,,0.00,0.0080.06,25.74,275.03,0.00,0.00
19518,0,0,,0.00,0.0080.06,25.74,275.03,0.00,0.00
19539,0,0,,0.00,0.0079.96,26.62,275.20,0.00,0.00
19556,0,0,,0.00,0.0079.81,27.42,275.16,0.00,0.00
19573,0,0,,0.00,0.0079.81,27.42,275.16,0.00,0.00
19590,0,0,,0.00,0.0079.68,28.44,275.38,0.00,0.00
19613,0,0,,0.00,0.0079.65,29.05,275.47,0.00,0.00
19630,0,0,,0.00,0.0079.65,29.05,275.47,0.00,0.00
19652,0,0,,0.00,0.0079.51,29.67,275.42,0.00,0.00
19669,0,0,,0.00,0.0079.42,30.32,275.43,0.00,0.00
19687,0,0,,0.00,0.0079.42,30.32,275.43,0.00,0.00
19704,0,0,,0.00,0.0079.42,31.16,275.55,0.00,0.00
19727,0,0,,0.00,0.0079.38,31.75,275.69,0.00,0.00
19744,0,0,,0.00,0.0079.38,31.75,275.69,0.00,0.00
19765,0,0,,0.00,0.0079.37,32.28,275.71,0.00,0.00
19782,0,0,,0.00,0.0079.45,32.91,275.49,0.00,0.00
19799,0,0,,0.00,0.0079.45,32.91,275.49,0.00,0.00
19816,0,0,,0.00,0.0079.50,33.47,275.67,0.00,0.00
19839,0,0,,0.00,0.0079.44,33.78,276.07,0.00,0.00
19856,0,0,,0.00,0.0079.44,33.78,276.07,0.00,0.00
19879,0,0,,0.00,0.0079.39,34.19,276.00,0.00,0.00
19896,0,0,,0.00,0.0079.39,34.77,276.07,0.00,0.00
19913,0,0,,0.00,0.0079.39,34.77,276.07,0.00,0.00
19930,0,0,,0.00,0.0079.30,35.36,276.41,0.00,0.00
19953,0,0,,0.00,0.0079.16,36.04,276.76,0.00,0.00
19970,0,0,,0.00,0.0079.16,36.04,276.76,0.00,0.00
19992,0,0,,0.00,0.0078.97,36.80,277.11,0.00,0.00
20009,0,0,,0.00,0.0078.87,37.70,277.26,0.00,0.00
20027,0,0,,0.00,0.0078.87,37.70,277.26,0.00,0.00
20044,0,0,,0.00,0.0078.75,38.59,277.40,0.00,0.00
20067,0,0,,0.00,0.0078.41,39.21,277.57,0.00,0.00
20086,0,0,,0.00,0.0078.41,39.21,277.57,0.00,0.00
20108,0,0,,0.00,0.0078.29,39.92,277.39,0.00,0.00
20126,0,0,,0.00,0.0078.29,40.18,277.17,0.00,0.00
20143,0,0,,0.00,0.0078.29,40.18,277.17,0.00,0.00
20160,0,0,,0.00,0.0078.15,40.59,276.88,0.00,0.00
20183,0,0,,0.00,0.0078.19,40.91,276.48,0.00,0.00
20200,0,0,,0.00,0.0078.19,40.91,276.48,0.00,0.00
20222,0,0,,0.00,0.0078.06,41.77,276.63,0.00,0.00
20239,0,0,,0.00,0.0078.02,42.29,276.94,0.00,0.00
20256,0,0,,0.00,0.0078.02,42.29,276.94,0.00,0.00
20274,0,0,,0.00,0.0077.92,42.94,277.19,0.00,0.00
20297,0,0,,0.00,0.0077.93,43.58,277.20,0.00,0.00
20314,0,0,,0.00,0.0077.93,43.58,277.20,0.00,0.00
20336,0,0,,0.00,0.0077.91,44.17,277.26,0.00,0.00
20353,0,0,,0.00,0.0077.55,44.42,277.05,0.00,0.00
20370,0,0,,0.00,0.0077.55,44.42,277.05,0.00,0.00
20387,0,0,,0.00,0.0077.51,45.11,277.08,0.00,0.00
20410,0,0,,0.00,0.0077.23,45.47,278.01,0.00,0.00
20427,0,0,,0.00,0.0077.23,45.47,278.01,0.00,0.00
20449,0,0,,0.00,0.0077.05,45.96,278.53,0.00,0.00
20472,0,0,,0.00,0.0077.09,46.68,278.49,0.00,0.00
20494,0,0,,0.00,0.0077.01,47.23,278.71,0.00,0.00
20522,0,0,,0.00,0.0076.95,47.89,278.76,0.00,0.00
20539,0,0,,0.00,0.0076.95,47.89,278.76,0.00,0.00
20561,0,0,,0.00,0.0077.08,48.67,278.56,0.00,0.00
20579,0,0,,0.00,0.0077.01,49.20,278.40,0.00,0.00
20596,0,0,,0.00,0.0077.01,49.20,278.40,0.00,0.00
20613,0,0,,0.00,0.0077.02,49.62,278.14,0.00,0.00
20636,0,0,,0.00,0.0077.19,50.06,277.32,0.00,0.00
20653,0,0,,0.00,0.0077.19,50.06,277.32,0.00,0.00
20676,0,0,,0.00,0.0077.17,50.32,276.85,0.00,0.00
20694,0,0,,0.00,0.0077.15,50.64,276.65,0.00,0.00
20711,0,0,,0.00,0.0077.15,50.64,276.65,0.00,0.00
20728,0,0,,0.00,0.0077.09,51.12,276.44,0.00,0.00
20751,0,0,,0.00,0.0077.01,51.63,276.46,0.00,0.00
20768,0,0,,0.00,0.0077.01,51.63,276.46,0.00,0.00
20790,0,0,,0.00,0.0076.92,52.03,276.60,0.00,0.00
20808,0,0,,0.00,0.0076.73,52.39,276.86,0.00,0.00
20824,0,0,,0.00,0.0076.73,52.39,276.86,0.00,0.00
20841,0,0,,0.00,0.0076.91,53.01,276.51,0.00,0.00
20864,0,0,,0.00,0.0076.98,53.50,276.49,0.00,0.00
20883,0,0,,0.00,0.0076.98,53.50,276.49,0.00,0.00
20905,0,0,,0.00,0.0076.88,54.13,276.54,0.00,0.00
20923,0,0,,0.00,0.0076.76,54.57,276.57,0.00,0.00
20939,0,0,,0.00,0.0076.76,54.57,276.57,0.00,0.00
20956,0,0,,0.00,0.0076.75,54.96,276.36,0.00,0.00
20979,0,0,,0.00,0.0076.70,55.26,276.21,0.00,0.00
20996,0,0,,0.00,0.0076.70,55.26,276.21,0.00,0.00
21018,0,0,,0.00,0.0076.71,55.68,276.01,0.00,0.00
21035,0,0,,0.00,0.0076.64,55.99,275.87,0.00,0.00
21052,0,0,,0.00,0.0076.64,55.99,275.87,0.00,0.00
21070,0,0,,0.00,0.0076.59,56.20,275.72,0.00,0.00
21093,0,0,,0.00,0.0076.67,56.50,275.43,0.00,0.00
21110,0,0,,0.00,0.0076.67,56.50,275.43,0.00,0.00
21131,0,0,,0.00,0.0076.43,56.47,275.37,0.00,0.00
21148,0,0,,0.00,0.0076.48,56.51,275.07,0.00,0.00
21166,0,0,,0.00,0.0076.48,56.51,275.07,0.00,0.00
21183,0,0,,0.00,0.0076.58,56.53,274.67,0.00,0.00
21206,0,0,,0.00,0.0076.65,56.51,274.28,0.00,0.00
21223,0,0,,0.00,0.0076.65,56.51,274.28,0.00,0.00
21245,0,0,,0.00,0.0076.56,55.94,273.76,0.00,0.00
21263,0,0,,0.00,0.0077.06,55.38,272.63,0.00,0.00
21280,0,0,,0.00,0.0077.06,55.38,272.63,0.00,0.00
21297,0,0,,0.00,0.0077.41,54.57,271.46,0.00,0.00
21320,0,0,,0.00,0.0077.86,53.86,270.37,0.00,0.00
21337,0,0,,0.00,0.0077.86,53.86,270.37,0.00,0.00
21359,0,0,,0.00,0.0078.28,53.09,269.69,0.00,0.00
21377,0,0,,0.00,0.0078.70,52.23,269.07,0.00,0.00
21393,0,0,,0.00,0.0078.70,52.23,269.07,0.00,0.00
21410,0,0,,0.00,0.0078.95,51.59,268.77,0.00,0.00
21433,0,0,,0.00,0.0079.17,51.02,268.37,0.00,0.00
21452,0,0,,0.00,0.0079.17,51.02,268.37,0.00,0.00
21474,0,0,,0.00,0.0079.32,50.40,267.96,0.00,0.00
21492,0,0,,0.00,0.0079.54,49.82,267.38,0.00,0.00
21509,0,0,,0.00,0.0079.54,49.82,267.38,0.00,0.00
21526,0,0,,0.00,0.0079.59,49.43,267.08,0.00,0.00
21549,0,0,,0.00,0.0079.77,49.16,266.65,0.00,0.00
21566,0,0,,0.00,0.0079.77,49.16,266.65,0.00,0.00
21588,0,0,,0.00,0.0079.76,48.90,266.67,0.00,0.00
21605,0,0,,0.00,0.0079.81,48.58,266.57,0.00,0.00
21622,0,0,,0.00,0.0079.81,48.58,266.57,0.00,0.00
21639,0,0,,0.00,0.0079.89,48.32,266.61,0.00,0.00
21664,0,0,,0.00,0.0079.93,48.27,266.66,0.00,0.00
21681,0,0,,0.00,0.0079.93,48.27,266.66,0.00,0.00
21703,0,0,,0.00,0.0079.88,48.26,266.75,0.00,0.00
21720,0,0,,0.00,0.0079.82,48.14,266.83,0.00,0.00
21737,0,0,,0.00,0.0079.82,48.14,266.83,0.00,0.00
21754,0,0,,0.00,0.0079.88,48.11,266.80,0.00,0.00
21777,0,0,,0.00,0.0079.96,48.02,266.82,0.00,0.00
21794,0,0,,0.00,0.0079.96,48.02,266.82,0.00,0.00
21816,0,0,,0.00,0.0080.35,47.48,265.96,0.00,0.00
21834,0,0,,0.00,0.0080.47,46.94,265.77,0.00,0.00
21852,0,0,,0.00,0.0080.47,46.94,265.77,0.00,0.00
21869,0,0,,0.00,0.0080.74,46.15,265.23,0.00,0.00
21892,0,0,,0.00,0.0080.82,45.23,264.71,0.00,0.00
21909,0,0,,0.00,0.0080.82,45.23,264.71,0.00,0.00
21931,0,0,,0.00,0.0080.93,44.23,264.08,0.00,0.00
21949,0,0,,0.00,0.0081.14,43.29,263.45,0.00,0.00
21965,0,0,,0.00,0.0081.14,43.29,263.45,0.00,0.00
21982,0,0,,0.00,0.0081.28,42.84,263.42,0.00,0.00
22005,0,0,,0.00,0.0081.37,42.37,263.61,0.00,0.00
22022,0,0,,0.00,0.0081.37,42.37,263.61,0.00,0.00
22050,0,0,,0.00,0.0081.45,41.95,263.80,0.00,0.00
22120,0,0,,0.00,0.0081.63,40.68,264.60,0.00,0.00
22147,0,0,,0.00,0.0081.60,40.21,265.01,0.00,0.00
22165,0,0,,0.00,0.0081.60,40.21,265.01,0.00,0.00
22182,0,0,,0.00,0.0081.63,39.38,265.46,0.00,0.00
22204,0,0,,0.00,0.0081.66,38.63,265.68,0.00,0.00
22222,0,0,,0.00,0.0081.66,38.63,265.68,0.00,0.00
22248,0,0,,0.00,0.0081.72,37.99,265.82,0.00,0.00
22272,0,0,,0.00,0.0081.83,37.37,265.88,0.00,0.00
22289,0,0,,0.00,0.0081.91,36.72,265.92,0.00,0.00
22307,0,0,,0.00,0.0081.91,36.72,265.92,0.00,0.00
22323,0,0,,0.00,0.0082.29,34.93,264.49,0.00,0.00
22339,0,0,,0.00,0.0082.29,34.93,264.49,0.00,0.00
22362,0,0,,0.00,0.0082.60,33.16,263.84,0.00,0.00
22387,0,0,,0.00,0.0082.65,31.89,263.78,0.00,0.00
22404,0,0,,0.00,0.0082.65,30.70,263.94,0.00,0.00
22421,0,0,,0.00,0.0082.65,30.70,263.94,0.00,0.00
22438,0,0,,0.00,0.0082.89,29.52,263.79,0.00,0.00
22459,0,0,,0.00,0.0082.99,28.62,263.63,0.00,0.00
22477,0,0,,0.00,0.0082.99,28.62,263.63,0.00,0.00
22499,0,0,,0.00,0.0082.95,27.90,263.55,0.00,0.00
22517,0,0,,0.00,0.0082.70,26.86,263.72,0.00,0.00
22533,0,0,,0.00,0.0082.70,26.86,263.72,0.00,0.00
22550,0,0,,0.00,0.0082.53,25.40,263.97,0.00,0.00
22571,0,0,,0.00,0.0082.50,24.37,264.20,0.00,0.00
22589,0,0,,0.00,0.0082.50,24.37,264.20,0.00,0.00
22611,0,0,,0.00,0.0082.50,22.90,264.46,0.00,0.00
22628,0,0,,0.00,0.0082.54,21.45,264.82,0.00,0.00
22645,0,0,,0.00,0.0082.54,21.45,264.82,0.00,0.00
22662,0,0,,0.00,0.0082.36,20.87,265.69,0.00,0.00
22683,0,0,,0.00,0.0082.07,20.39,266.32,0.00,0.00
22703,0,0,,0.00,0.0082.07,20.39,266.32,0.00,0.00
22724,0,0,,0.00,0.0081.83,20.04,266.70,0.00,0.00
22741,0,0,,0.00,0.0081.71,19.68,266.84,0.00,0.00
22758,0,0,,0.00,0.0081.71,19.68,266.84,0.00,0.00
22775,0,0,,0.00,0.0081.78,19.36,266.81,0.00,0.00
22796,0,0,,0.00,0.0081.80,19.08,266.89,0.00,0.00
22814,0,0,,0.00,0.0081.80,19.08,266.89,0.00,0.00
22836,0,0,,0.00,0.0081.79,18.81,267.07,0.00,0.00
22853,0,0,,0.00,0.0081.74,18.46,267.27,0.00,0.00
22870,0,0,,0.00,0.0081.74,18.46,267.27,0.00,0.00
22888,0,0,,0.00,0.0081.62,18.23,267.50,0.00,0.00
22904,0,0,,0.00,0.0081.62,18.23,267.50,0.00,0.00
22927,0,0,,0.00,0.0081.55,17.77,267.68,0.00,0.00
22952,0,0,,0.00,0.0081.53,17.38,267.89,0.00,0.00
22969,0,0,,0.00,0.0081.54,16.95,268.17,0.00,0.00
22986,0,0,,0.00,0.0081.54,16.95,268.17,0.00,0.00
23003,0,0,,0.00,0.0081.61,16.42,268.33,0.00,0.00
23024,0,0,,0.00,0.0081.70,15.89,268.53,0.00,0.00
23042,0,0,,0.00,0.0081.70,15.89,268.53,0.00,0.00
23064,0,0,,0.00,0.0081.80,15.37,268.56,0.00,0.00
23082,0,0,,0.00,0.0081.89,14.97,268.61,0.00,0.00
23098,0,0,,0.00,0.0081.89,14.97,268.61,0.00,0.00
23115,0,0,,0.00,0.0081.99,14.58,268.65,0.00,0.00
23136,0,0,,0.00,0.0082.11,14.15,268.66,0.00,0.00
23154,0,0,,0.00,0.0082.11,14.15,268.66,0.00,0.00
23176,0,0,,0.00,0.0082.22,13.68,268.75,0.00,0.00
23193,0,0,,0.00,0.0082.29,13.24,268.90,0.00,0.00
23209,0,0,,0.00,0.0082.29,13.24,268.90,0.00,0.00
23226,0,0,,0.00,0.0082.35,12.71,269.05,0.00,0.00
23247,0,0,,0.00,0.0082.35,12.26,269.17,0.00,0.00
23265,0,0,,0.00,0.0082.35,12.26,269.17,0.00,0.00
23288,0,0,,0.00,0.0082.35,11.68,269.42,0.00,0.00
23305,0,0,,0.00,0.0082.34,11.17,269.49,0.00,0.00
23322,0,0,,0.00,0.0082.34,11.17,269.49,0.00,0.00
